seed,data_noise_std,Choquet_Weight_train_acc,Choquet_Weight_test_acc,Choquet_Weight_train_f1,Choquet_Weight_test_f1,Choquet_Weight_train_auc,Choquet_Weight_test_auc,Choquet_Power_train_acc,Choquet_Power_test_acc,Choquet_Power_train_f1,Choquet_Power_test_f1,Choquet_Power_train_auc,Choquet_Power_test_auc,Choquet_Weight_TN3_train_acc,Choquet_Weight_TN3_test_acc,Choquet_Weight_TN3_train_f1,Choquet_Weight_TN3_test_f1,Choquet_Weight_TN3_train_auc,Choquet_Weight_TN3_test_auc,Choquet_Weight_TN6_train_acc,Choquet_Weight_TN6_test_acc,Choquet_Weight_TN6_train_f1,Choquet_Weight_TN6_test_f1,Choquet_Weight_TN6_train_auc,Choquet_Weight_TN6_test_auc,Choquet_Power_TN3_train_acc,Choquet_Power_TN3_test_acc,Choquet_Power_TN3_train_f1,Choquet_Power_TN3_test_f1,Choquet_Power_TN3_train_auc,Choquet_Power_TN3_test_auc,Choquet_Power_TN6_train_acc,Choquet_Power_TN6_test_acc,Choquet_Power_TN6_train_f1,Choquet_Power_TN6_test_f1,Choquet_Power_TN6_train_auc,Choquet_Power_TN6_test_auc,LogisticRegression_train_acc,LogisticRegression_test_acc,LogisticRegression_train_f1,LogisticRegression_test_f1,LogisticRegression_train_auc,LogisticRegression_test_auc
5,0.5,0.9979678927047348,0.390948745910578,0.9979679294676207,0.31257284783216577,0.9999948781495249,0.480264605842337,0.9780532412111359,0.39585605234460197,0.9780545355217621,0.30735408366643335,0.9986921106980586,0.3849139655862345,0.9825238772607193,0.3931297709923664,0.9825237603185756,0.3075303556724215,0.9988376703841388,0.385562975190076,0.9662670188985979,0.3925845147219193,0.9662582811991058,0.29418915775061477,0.9987081371334159,0.3848626950780312,0.9739890266206056,0.3914940021810251,0.9739660145335322,0.32371632285838864,0.9980665840561751,0.38416616646658663,0.9760211339158708,0.3920392584514722,0.9760103583406707,0.31380369322548324,0.9975938868236266,0.38348339335734294,1.0,0.38440567066521264,1.0,0.33123344420015843,1.0,0.38373974589835935
5,2.5,1.0,0.44383860414394766,1.0,0.45071604133088167,1.0,0.41858993597438976,0.9993903678114204,0.3887677208287895,0.9993903735525798,0.3609370792234135,1.0,0.3883941076430572,1.0,0.40185387131952016,1.0,0.3987662098099732,1.0,0.3884716386554622,0.9993903678114204,0.3882224645583424,0.9993903735525798,0.3694185359173616,1.0,0.3881902761104442,0.9916683600894127,0.42420937840785167,0.9916666663476696,0.4310706694808835,0.9999985130111524,0.3869035114045618,0.9973582605161553,0.4133042529989095,0.9973581299994032,0.4181966885060471,0.9999980173482031,0.3861444577831132,1.0,0.42148309705561615,1.0,0.4247036527050555,1.0,0.41219612845138054
5,0.05,0.9871977240398293,0.3756815703380589,0.9871975019358674,0.32036157916171587,0.9993777777777778,0.42234018607442975,0.9536679536679536,0.3893129770992366,0.9536695952593626,0.301674490167355,0.9942468401486988,0.3744960484193678,0.9577321682584841,0.3865866957470011,0.9577343573254528,0.30185226124075165,0.9946032218091698,0.37383703481392555,0.9443202601097338,0.38549618320610685,0.9442858701367478,0.2882290800702418,0.9940693928128873,0.37583283313325333,0.9522454785612681,0.38276990185387133,0.9522050091918597,0.3176388237701219,0.9930483271375464,0.372406462585034,0.9496037390774232,0.38549618320610685,0.9495910442763998,0.30811299392623903,0.9918514663362247,0.3736144457783113,1.0,0.40076335877862596,1.0,0.3757131135345787,1.0,0.37521258503401356
5,0.0,0.9876041454988823,0.3887677208287895,0.9876037399587629,0.3446084673985721,0.9990128046261876,0.4391944277711085,0.9433042064621012,0.3893129770992366,0.9432978147253668,0.30287633151118976,0.9919980173482031,0.379015356142457,0.9467587888640521,0.3876772082878953,0.9467601739706509,0.3042706253275131,0.9924634448574969,0.37854391756702677,0.9359886201991465,0.3876772082878953,0.9359287949595679,0.2901106221572676,0.9917946303180503,0.3802796118447379,0.9418817313554155,0.386041439476554,0.9418556142833205,0.31869602115742873,0.990545064023131,0.3765581232492997,0.9365982523877261,0.386041439476554,0.9365982523877261,0.3095652099869222,0.9890047087980174,0.37747849139655865,1.0,0.40458015267175573,1.0,0.3798448999795609,1.0,0.3799157162865146
6,0.0,0.9944,0.7319902319902319,0.9943999856639631,0.7318544137887499,0.99969792,0.7160075383660385,0.971,0.7735042735042735,0.9709974373335628,0.7755980732011001,0.9971395200000001,0.8555838004918129,0.9592,0.7667887667887668,0.9591346153846154,0.759784232037633,0.9967665599999999,0.8565540220310506,0.8682,0.7612942612942613,0.8658986873740258,0.7652469247161957,0.99639984,0.8558024194899635,0.9756,0.7747252747252747,0.9755949393666269,0.7747629180950962,0.9970083200000001,0.8559795487512388,0.9536,0.7838827838827839,0.9535656460075421,0.7822737825149372,0.9901356800000001,0.8635562130083092,1.0,0.6636141636141636,1.0,0.6652164229454478,1.0,0.7737564648190968
6,0.05,0.9946,0.7283272283272283,0.9945999634957532,0.7280025092310779,0.99971264,0.7074925677519424,0.978,0.7735042735042735,0.9779989826729587,0.7755482117342549,0.9978588799999999,0.8516007857517861,0.9618,0.7557997557997558,0.9617441755707598,0.750274277982348,0.99753424,0.8529220742953526,0.872,0.7637362637362637,0.8698679159346737,0.7675809147301258,0.9972808000000001,0.8512784424114473,0.9776,0.7698412698412699,0.977596329382606,0.7706053823474756,0.9977838400000001,0.8518991927054659,0.957,0.7765567765567766,0.9569657774648713,0.7755137354497774,0.9919552,0.8599003288859527,1.0,0.6684981684981685,1.0,0.6715626785665696,1.0,0.7742080646473932
6,2.5,1.0,0.6343101343101343,1.0,0.6305824787462968,1.0,0.6729794897081516,1.0,0.6147741147741148,1.0,0.6154201009830486,1.0,0.7243836779375132,0.9948,0.684981684981685,0.9947998593881977,0.6698796866200589,1.0,0.7386577431817202,0.9438,0.5537240537240538,0.9436219332588822,0.5291209047940024,1.0,0.7320911944416519,1.0,0.6617826617826618,1.0,0.6666077732653819,1.0,0.7334858879043055,0.9976,0.7203907203907204,0.9975999861759203,0.7150938311790564,1.0,0.772687306215003,1.0,0.5854700854700855,1.0,0.5909160114868443,1.0,0.6784960289534534
6,0.5,0.9998,0.7423687423687424,0.9997999999920001,0.742950257505052,1.0,0.739773178800021,0.9974,0.7637362637362637,0.9973999915759727,0.7657619526059402,0.99997776,0.8452672178418635,0.972,0.76007326007326,0.9719780307761284,0.754709270410148,0.99995024,0.8455273265768892,0.8868,0.7545787545787546,0.8853305987720083,0.7586305624088062,0.99997856,0.8458592444718915,0.9944,0.7667887667887668,0.9943998243784925,0.7676661379367549,0.99997152,0.84514913166768,0.9728,0.7753357753357754,0.9727798614526971,0.7740248095444686,0.99886768,0.8528933506313621,1.0,0.7271062271062271,1.0,0.7299156959934345,1.0,0.7967082681066797
7,2.5,1.0,0.6532544378698225,1.0,0.6555483282983882,1.0,0.6492454585912529,1.0,0.5946745562130178,1.0,0.6032874360646764,1.0,0.7127855322247846,1.0,0.6579881656804734,1.0,0.6698840184730374,1.0,0.7148132864020713,1.0,0.6668639053254438,1.0,0.6784616111863565,1.0,0.7150835457377513,1.0,0.6840236686390533,1.0,0.693309862223423,1.0,0.7185483675203301,0.9996,0.6905325443786983,0.9995999999359999,0.6989817576421692,1.0,0.7204838774932232,1.0,0.6402366863905326,1.0,0.6525868615703223,1.0,0.6895626491888174
7,0.5,1.0,0.6284023668639053,1.0,0.6361022188181602,1.0,0.6275130476999636,0.9942,0.6698224852071006,0.9941999162467906,0.6768609607471592,0.9999232,0.736940567220941,0.9964,0.6739644970414201,0.9964,0.6791721213523262,0.999924,0.7368046283934134,0.996,0.6757396449704142,0.9959999839999361,0.6801480045183608,0.99992368,0.7367431322571509,0.9918,0.6822485207100591,0.9917995981803109,0.682642844797762,0.99981984,0.7412857547436986,0.9868,0.6810650887573965,0.9867976996311838,0.6796555868762849,0.99978,0.7415414492050005,1.0,0.6544378698224852,1.0,0.6610618191865669,1.0,0.6903151676983452
7,0.0,0.9864,0.6366863905325444,0.9863998607345739,0.6477985206214524,0.99908368,0.625817048994619,0.971,0.6727810650887573,0.9709974373335628,0.6786805224514084,0.99772944,0.7491896265728041,0.974,0.6822485207100591,0.9739999334398297,0.6863869259668185,0.9977071999999999,0.7495747865841323,0.975,0.6840236686390533,0.9749999189997376,0.6870651407867788,0.99773488,0.7494242828822267,0.9704,0.6911242603550296,0.9703965470532483,0.6903329797923412,0.9967535999999999,0.7530493182829631,0.9696,0.6928994082840236,0.969586330880551,0.6898202335413609,0.9965663999999999,0.7531350892098555,1.0,0.6295857988165681,1.0,0.6383142363034787,1.0,0.6841817372658495
7,0.05,0.985,0.6455621301775148,0.9849996249906248,0.6561363964378649,0.9987979200000001,0.6292155196828095,0.9688,0.6840236686390533,0.9687945627646161,0.6900804990507307,0.99701648,0.7546676376582918,0.9712,0.6905325443786983,0.9711999262718113,0.6939548321359514,0.9969536000000001,0.755219484565279,0.972,0.6899408284023668,0.9719995519928317,0.6921290450440248,0.99699872,0.7552178662459036,0.9668,0.6982248520710059,0.9667934915243386,0.6964808325102035,0.9957787199999999,0.7583379860015375,0.9642,0.7053254437869823,0.9641797099549069,0.7001141748596023,0.9956027199999999,0.7581907189383824,1.0,0.6550295857988165,1.0,0.6623324299569978,1.0,0.7015349759274992
